entryid,cityid,stationid,timeid,weathercondition,temperature,humidity,windspeed,visibility,airpressure,dataqualityindicator,remarks,pollutionmetricid,meteorologicalmetricid
157,8,15,69,Snowy,20.38,32.51,14.41,6.97,1010.28,Poor,Hand indicate method manage lot class. Cup mention himself example term pay research. White discussion large including according much.,5,10
158,1,13,12,Rainy,-6.23,33.4,15.92,17.7,1081.19,Hazardous,"Pm their return marriage type his. Such single coach happy. Paper seek task enough.
Organization skill remain some list. Owner should car since certainly.",2,8
159,8,5,79,Clear,4.98,13.7,5.07,38.15,1083.6,Poor,Hot arm against action ten religious everyone. Executive rather million least president. Him say that important instead quickly all trip.,1,9
160,4,19,39,Clear,34.97,83.89,7.24,1.02,1046.01,Good,"Fast yet fall team thus pick. Act find happy church. Name hard far. American forward adult along.
Network talk her network notice gas pass the. High tell today long particularly within.",1,9
161,7,2,64,Snowy,2.24,72.7,8.88,15.73,905.86,Moderate,"Standard movie mother data example difficult. Word poor along yourself evening threat professional.
Catch million although tough attorney black future. Hope shoulder spring house win add road.",4,9
162,2,12,54,Rainy,39.17,46.27,0.52,22.89,999.84,Poor,"Similar today continue student. Store common lot article look price center.
No cost region car. Father gas beat box.",2,6
163,8,4,49,Rainy,7.26,98.33,16.62,8.26,959.82,Very Poor,Body able music democratic tell kitchen manager. Those than any throughout possible mind. Really front military something. Machine point able quite foot.,3,8
164,2,19,79,Foggy,8.56,39.18,14.77,22.05,952.26,Poor,Rest term act radio particularly nothing clearly. Them draw difficult garden leg computer.,1,8
165,6,15,24,Cloudy,24.47,10.15,17.17,1.59,918.08,Good,"Operation live box result north daughter detail leader. Report his into task.
Two few authority high term country. Training society already if personal part return develop. Box so himself.",1,8
166,6,13,77,Rainy,26.3,97.18,6.35,42.51,1084.49,Good,"Strategy rather reach quickly inside near. Approach make at attention increase sit figure baby.
My dark forget state involve green. Shake institution political. Four state he.",5,6
167,7,14,89,Cloudy,39.32,50.18,18.66,20.87,972.03,Very Poor,Pick plant big however window now. Firm center top some effort. Process street feeling light. Know action ever upon real certain.,4,8
168,10,10,16,Cloudy,31.36,77.05,2.88,41.31,1065.17,Hazardous,Hot above police whom prepare. Real store must catch politics center. Recent rich thousand human.,4,8
169,2,11,95,Cloudy,17.89,19.59,6.03,16.87,1047.84,Hazardous,Glass chair able Congress usually particular. Expect manager two example growth. Race development investment tough. Serious show send girl social despite lead.,1,8
170,4,16,34,Cloudy,8.13,40.89,12.62,39.96,1070.94,Moderate,"Serious true seven place ask live. Simply environment forward light room action actually. I smile like budget.
Capital democratic few put current design. High assume allow article care vote gas.",4,8
171,10,16,23,Snowy,-8.02,84.35,5.0,37.0,1040.86,Hazardous,Serve enjoy choose maintain. Answer him reduce truth traditional. Which stay product through return first pay.,2,10
172,1,6,43,Clear,16.61,86.4,8.02,31.58,993.0,Poor,"Computer shoulder onto long about law. Success note return social way together force market.
Strategy your federal draw.
Bar medical discover job office run. Production behind goal institution.",1,9
173,2,3,70,Rainy,-2.95,30.94,2.04,26.88,1038.89,Poor,Whom offer foreign rate ok would soon. Laugh particular notice edge paper kid television. Kitchen close organization should effort.,3,7
174,4,13,73,Cloudy,7.08,47.46,16.84,47.77,1029.3,Hazardous,"Serious end thank decade. Play main general resource agent.
Hospital director now far. Face maintain answer century. Establish Mrs require situation boy others stop.",5,8
175,10,13,97,Foggy,33.58,93.82,7.05,34.98,1061.06,Moderate,"Perform just course add president middle when. Each player manage game song. Face woman election.
Again over today foot according. Cultural service month large focus.",2,10
176,5,10,32,Foggy,31.7,66.87,8.19,3.48,1088.12,Moderate,Professor general political business how. Around under travel. Attorney citizen mind common PM rest. Themselves now practice perhaps tree old store important.,1,8
177,9,7,47,Rainy,-9.31,64.29,7.14,36.99,945.69,Good,"Cup still recognize week agree. Green attorney everybody actually actually. Mr any cup trouble arm nice.
College society hundred article sell. Least standard thus meet blood catch card.",2,8
178,5,4,58,Clear,-1.37,10.04,7.12,7.97,1000.78,Poor,"Study on those project opportunity arm meet bill. Camera military industry free.
Design throw this hit. Financial nature statement reality event. Somebody voice speak similar.",4,10
179,6,13,18,Clear,19.91,25.5,10.73,11.45,1024.02,Moderate,"Group to operation American assume list beyond performance.
Plan suggest executive senior care positive. Begin late service year accept institution. The behavior lot physical.",1,10
180,4,4,73,Cloudy,7.15,46.72,19.98,20.43,1033.68,Poor,"Choice total garden will ago majority head. Democratic first goal Republican blue represent marriage.
Pm rest entire many. Old prepare term start off true charge.",5,7
181,1,13,92,Snowy,25.81,35.12,9.06,14.68,1096.83,Very Poor,"Involve soon war benefit writer. Analysis save lead create show trial service.
Baby view member grow business help month as. Because decision yard green. Forget student charge up crime pass she.",2,8
182,5,6,15,Cloudy,-7.98,67.3,4.35,37.86,933.74,Hazardous,"Standard near official area miss. Election respond produce purpose support if next. Drive establish a spring room know shoulder.
Have allow claim school.",4,9
183,6,9,45,Cloudy,38.97,41.89,15.33,4.74,937.59,Poor,"Across sport town international recently. Environmental movement performance would. Development subject investment scene suddenly.
Edge more voice discuss. Her cold few main military with can class.",3,9
184,3,10,78,Clear,21.45,22.33,3.49,1.18,1071.1,Good,Price song boy us institution. Western key art find memory huge.,2,9
185,1,10,36,Foggy,21.4,83.08,2.04,31.01,953.78,Very Poor,Deep serve PM son author table. Forget inside accept firm born management school. Drop off car same structure.,1,9
186,6,1,81,Foggy,20.14,67.77,4.24,4.64,1017.1,Very Poor,"Ten ago with tell far artist experience leg.
Kind cold say should idea father protect perhaps. Gun your wrong ask stay campaign people almost. Think issue material.",5,7
187,1,2,1,Clear,22.71,40.09,7.03,8.36,1076.47,Very Poor,House station yeah onto enough provide. Forget Democrat item baby will listen might. Trouble rule social low show management green.,2,9
188,9,19,3,Clear,10.64,47.54,16.35,19.0,972.23,Moderate,"Growth note whether tell. Item group day senior. Property somebody prove company past read but.
School season these matter figure strategy. Baby group kid development wind television fear.",4,7
189,1,17,17,Rainy,28.26,92.33,16.49,13.44,944.76,Moderate,"Air certain my current city ask. Either parent determine wrong road write fish resource.
Word left spend central floor heavy computer. Keep raise almost few fast politics the ago.",2,6
888,9,9,90,Clear,-3.82,79.64,14.94,0.79,983.38,Good,May thing court always thus oil onto. Population serious I bank hair treatment skill.,2,6
190,9,7,80,Rainy,37.18,22.96,16.47,48.37,1071.6,Poor,"Morning blood share oil drive.
Maintain mind body perhaps entire rise after performance. Resource class kitchen drug.
Herself bank kid yet. Some single face rock thus high. Someone bag drop.",5,8
191,1,17,81,Foggy,-8.88,21.19,14.72,42.15,1043.64,Hazardous,"Particular above score spring order.
Over subject garden relate why. Civil old trial crime establish wear bad. Space water avoid network common evening.",1,8
192,3,16,60,Cloudy,1.01,16.06,11.52,20.74,944.64,Good,"Possible can significant sense its. Together language culture.
Cultural television full call. Alone company run be benefit. Economy ten long view you shoulder form.",1,8
193,8,11,23,Rainy,22.48,14.92,13.89,27.04,966.21,Very Poor,"Help alone interesting management. Several ever north across professional.
Society set account board project my year institution. Challenge between school a especially consider move nice.",3,9
194,9,18,67,Foggy,7.58,89.64,6.59,25.03,1031.83,Good,Idea finally face guess north. Head day mean from conference suggest. Team customer fast meet crime boy music to.,4,8
195,1,18,22,Clear,21.89,40.42,13.98,36.98,1030.09,Very Poor,Decision property dog. Agreement visit officer business decide. Interesting question assume consumer identify.,4,6
196,9,10,30,Foggy,29.37,80.58,15.99,30.58,1019.96,Good,Visit sell activity help anyone different such system. Institution other response large ok color herself difference. Ability them alone color can improve recent.,4,8
197,9,4,57,Clear,32.68,94.91,18.99,26.01,1058.87,Moderate,"Understand minute act care energy. Everybody effect themselves similar.
Side bill like television music common. Onto what too face wall. Building agree another network.",3,6
198,6,10,18,Snowy,22.68,97.83,10.19,40.43,996.94,Hazardous,"Star see care model like require. Hotel treatment pull important policy adult goal.
Treatment community business improve skill long. Success those better contain.",1,9
199,9,7,100,Clear,23.89,19.24,17.88,43.84,1094.62,Good,"Recent onto have almost. Save no course success level act.
Game southern its imagine half. Would firm director model.",4,10
200,5,9,56,Foggy,10.08,7.63,15.69,7.25,991.21,Good,Lay letter head house. Each financial price discuss agent will project heavy. Price majority determine blood agency perform skill prepare.,4,10
201,7,3,23,Cloudy,-2.8,28.72,7.56,5.85,972.97,Very Poor,"Alone million discuss. Street participant two baby past eat. Learn catch table happy husband.
Development boy yes section in policy event short. Trial seek thought back.",2,8
202,4,10,26,Snowy,29.7,4.73,14.42,44.02,1036.7,Poor,"Paper visit heart home. Walk state build in marriage huge take require.
Answer subject if treatment quickly watch the fire. Professional theory TV thus.
Old head such someone mouth hour.",2,8
203,2,8,44,Cloudy,-0.66,40.93,15.12,33.88,1068.59,Good,Better purpose collection member beyond growth watch thousand. Want wait training state message how. Quite goal network of star professor focus decade.,5,10
204,9,9,41,Cloudy,8.41,23.23,9.49,3.14,1093.46,Very Poor,"Go arrive nation rock. Customer hard success mind simple information social.
Growth plant thus show use. Traditional senior other. Little color many ability.",1,9
205,5,4,22,Foggy,-1.37,42.13,8.19,27.3,925.64,Poor,"Spring our listen allow themselves series. Become total marriage get opportunity change.
Successful soon company suffer gas method yard word. Although issue good plant.",3,10
206,3,2,98,Clear,23.65,67.35,0.82,47.03,1055.18,Moderate,Analysis indeed step least local every yourself charge. Spend cup everything. Former blood build movie.,1,8
207,2,4,34,Snowy,2.03,54.51,18.4,30.26,1023.98,Poor,"Course fill democratic happy. Phone himself evening every rise.
Know cold because four. Society grow everybody miss difficult sit night. Material small apply buy.",5,8
208,2,11,54,Snowy,9.38,76.61,1.42,29.06,974.79,Good,"Meeting hard item bed standard. Movie business already lead seek man worry. Woman heart free over trouble participant skill.
Behavior camera case challenge. Pressure production assume area.",3,9
209,2,11,60,Clear,-4.92,40.39,9.64,32.12,1014.02,Good,Address state surface color environmental. Heavy trial soon well degree economy.,4,9
210,10,3,95,Clear,3.68,23.7,19.75,19.41,1037.17,Very Poor,Information fine language political glass eat. Support rest entire main should. According general political trouble.,4,8
211,10,1,89,Snowy,14.7,25.61,15.14,34.52,1009.14,Hazardous,"Road customer concern provide information yard suffer yet. You these take individual.
Six become court head week wait. Control spend this parent those responsibility.",1,8
212,9,11,66,Cloudy,33.31,71.19,9.89,21.32,907.68,Good,"Result idea cup protect project. Site subject number well thank left too itself.
News wear security. Pass both service clear later remain network ready. Majority her anything.",1,9
213,10,20,98,Foggy,6.53,41.92,0.0,15.54,1086.08,Poor,"Politics become home majority report week. Heart wait throw lot interesting physical last cost. Two leave century fear.
Your politics husband. Beautiful cause charge friend blue.",4,6
214,8,10,3,Rainy,4.15,12.44,5.88,13.61,1034.69,Very Poor,Teacher right sister consider whose page. Show people particular woman special laugh.,5,8
215,4,13,73,Rainy,-5.73,51.01,8.23,5.67,1056.21,Hazardous,"Customer turn personal whose. Across cause art economic.
Notice memory right so. Contain because line relate forget.",2,7
